site,datetime,stat,bp,co,no,no2,nox,out_rh,out_t,pm25t,sigtheta,sonicwd,sonicws,uvpm
Parkway East,2017-10-20T00:00:00,Avg,734.9,0.9288,18.6,20.6,39.4,58,16.2,13,43.9,259,1.6,2242
Parkway East,2017-10-18T00:00:00,Avg,735.7,0.838,11.8,17.9,29.9,66.7,13.1,14,33.8,153,1.9,2262
Parkway East,2017-10-19T00:00:00,Avg,733.6,0.4801,7.3,14.4,21.8,61.8,14.9,15,33.2,203,4.4,1718
Parkway East,2018-01-01T00:00:00,Avg,739.1,0.4297,7.4,17.4,24.9,71.8,-12.9,15,39.2,288,5.5,1063
Parkway East,2017-11-26T00:00:00,Avg,730.6,0.3868,3.2,6.7,9.9,60.5,4.7,5,27.6,286,5,454
Parkway East,2017-11-06T00:00:00,Avg,729.9,0.4686,8.9,8.6,17.1,87.3,10.8,4,33.5,356,4.5,667
Parkway East,2017-11-03T00:00:00,Avg,732.4,0.601,8.9,12.2,20.5,80.2,13.2,10,35,336,3.5,1359
Parkway East,2017-10-22T00:00:00,Avg,734.7,0.2763,0.9,5.3,6.3,67.5,17.9,13,34.4,128,2,1190
Parkway East,2017-11-01T00:00:00,Avg,731.9,0.457,13.5,13.3,26.8,89.7,5.6,10,59,96,1.1,1531
Parkway East,2018-01-08T00:00:00,Avg,730.1,0.2485,1.3,11.3,12.8,77.2,1,9,19,218,7.2,865
Parkway East,2017-10-31T00:00:00,Avg,731.3,0.4065,7.7,8.8,16.1,70,4.6,6,30.2,263,4.8,750
Parkway East,2017-10-29T00:00:00,Avg,721.3,0.3896,5.5,6.1,11.7,95.2,4.5,6,33.7,333,3.8,513
Parkway East,2017-10-23T00:00:00,Avg,727.3,0.2266,1.3,5,6.3,87.6,15.6,6,60.7,162,1.8,660
Parkway East,2017-10-24T00:00:00,Avg,722.9,0.1905,0.9,5.2,6.2,76.2,12.5,4,22.2,217,6.9,376
Parkway East,2017-10-28T00:00:00,Avg,724.8,0.4444,4.5,8.8,13.4,84.3,9.4,7,35,278,2.8,902
Parkway East,2017-11-27T00:00:00,Avg,732.2,0.5149,6.8,16.7,23,63.7,5.7,14,24,208,3.2,1403
Parkway East,2018-01-26T00:00:00,Avg,739.3,0.2872,3.4,12.5,15.9,60.5,3.5,11,18.7,163,3.9,1261
Parkway East,2017-11-05T00:00:00,Avg,727.9,0.3135,1.4,7.5,8.7,88.5,15.5,10,41.6,156,2.1,854
Parkway East,2017-11-15T00:00:00,Avg,730.3,0.3102,2.9,11.7,14.7,73.8,4.8,13,26.5,153,2.8,1239
Parkway East,2017-11-02T00:00:00,Avg,731.3,0.4076,1,12,13.1,78.4,15.3,14,28.7,181,3.5,1465
Parkway East,2017-11-10T00:00:00,Avg,738.2,0.4646,7.2,7.6,14.8,56.2,-1.1,3,42.5,4,4.6,536
Parkway East,2017-11-12T00:00:00,Avg,736.1,0.7529,11.1,17.4,28.6,61.7,3.6,15,51.8,105,1.2,2118
Parkway East,2017-11-11T00:00:00,Avg,739.3,0.3561,3.1,8.1,11.3,57.1,-2.1,8,57.5,111,1.2,1011
Parkway East,2017-11-29T00:00:00,Avg,734,0.5267,10.1,14.6,24.8,43.2,10.5,8,31.1,305,3.9,1483
Parkway East,2017-11-17T00:00:00,Avg,732.4,0.4443,10.1,11.5,21.8,68,3.7,8,37.7,346,2.5,1001
Parkway East,2017-11-13T00:00:00,Avg,736.6,0.6824,17.5,15.5,33.1,83.8,5,16,38.8,349,2.4,2245
Parkway East,2017-11-14T00:00:00,Avg,736.8,0.5094,12.2,14.8,27.2,69.5,4.7,14,41.1,2,1.6,1418
Parkway East,2017-11-28T00:00:00,Avg,733.1,0.3165,3.5,16.1,19.7,50.9,11,12,19.7,188,4.7,1351
Parkway East,2017-11-21T00:00:00,Avg,727.6,0.4716,1.5,12.8,14.5,46.5,8.4,12,18.7,209,6.7,1368
Parkway East,2017-11-22T00:00:00,Avg,731.8,0.5494,10.7,11.2,22,70.6,2.7,5,32.7,319,4.3,867
Parkway East,2017-11-20T00:00:00,Avg,731.1,0.2377,2.2,7.9,10.2,59.8,2.4,10,23.1,229,6.8,662
Parkway East,2017-12-21T00:00:00,Avg,731.1,0.3558,6.1,11.3,17.5,59.4,2,6,52.5,98,1.4,873
Parkway East,2017-11-23T00:00:00,Avg,731,0.637,9.2,15.9,25.2,67.4,0.5,13,29.5,231,2.4,1503
Parkway East,2017-12-27T00:00:00,Avg,741.1,0.4737,9.3,10.9,20.2,59.6,-10.3,11,29.7,325,4.8,785
Parkway East,2017-11-18T00:00:00,Avg,717.5,0.3964,1.4,12.2,13.7,86.8,8.2,10,29.5,149,3.1,1113
Parkway East,2017-11-24T00:00:00,Avg,726.9,0.7398,8.2,18.6,26.9,55.5,5,20,21.6,184,3.7,2157
Parkway East,2017-12-23T00:00:00,Avg,726,0.4336,4.9,8.9,14.1,94.9,6.6,8,27.1,273,4.1,660
Parkway East,2017-12-15T00:00:00,Avg,727.4,0.4526,12.1,18.4,30.6,71.3,-4.4,14,31.1,228,4.4,1699
Parkway East,2017-12-31T00:00:00,Avg,736.6,0.5261,11,22.6,33.6,76.1,-12.4,13,38.4,286,3.5,1194
Parkway East,2017-12-22T00:00:00,Avg,728.3,0.2826,1.7,11.1,13,71.6,10.7,11,21.6,201,5.5,1160
Parkway East,2018-02-14T00:00:00,Avg,733.2,0.3509,5,12.9,18.1,85.4,8.7,10,22.9,218,4.6,1140
Parkway East,2017-12-06T00:00:00,Avg,729.3,0.2219,2.2,7.3,9.5,55.7,2.2,4,24.7,234,7.8,402
Parkway East,2017-11-30T00:00:00,Avg,730.5,0.4031,5.9,13.5,19.5,66.9,8.3,12,26.4,202,4.1,1521
Parkway East,2018-01-02T00:00:00,Avg,739.5,0.258,3.5,10.7,14.4,64.8,-12,8,35,245,6.6,620
Parkway East,2018-02-04T00:00:00,Avg,725.5,0.3462,1.7,8,9.8,85.3,2.1,9,22.9,217,6.2,759
Parkway East,2017-12-01T00:00:00,Avg,734.1,0.6051,21.8,18.9,40.9,83.8,4.3,22,28.2,177,1.7,2250
Parkway East,2017-12-03T00:00:00,Avg,733.6,1.809,29.9,20.2,50.2,75.7,4.4,44,40.9,167,1.6,4642
Parkway East,2017-12-02T00:00:00,Avg,733.2,0.9918,33,20.2,53.3,83.3,2.7,27,43.4,90,1.2,3217
Parkway East,2018-02-03T00:00:00,Avg,734.9,0.2792,1.2,9.4,10.8,60.7,-5.3,8,19.4,205,6.5,781
Parkway East,2017-12-16T00:00:00,Avg,729.7,0.4299,2.9,11.6,14.2,67,1.4,14,21.3,225,5.9,1011
Parkway East,2017-12-17T00:00:00,Avg,732.4,0.6503,4.9,18.9,23.8,78.3,2.4,21,21.5,184,2.9,1957
Parkway East,2018-01-05T00:00:00,Avg,731.7,0.3254,7.8,10.9,18.9,59.2,-14.6,6,32.8,300,8,521
Parkway East,2017-12-13T00:00:00,Avg,721.2,0.2843,5.1,10.3,15.4,71.1,-6.4,6,32.6,240,5.4,611
Parkway East,2017-12-12T00:00:00,Avg,721,0.2852,6,9.9,16,74.6,-2.1,8,26.3,298,7.4,805
Parkway East,2018-01-04T00:00:00,Avg,726.6,0.3375,7.4,12,19.5,67.6,-9.8,10,26.6,318,7.5,730
Parkway East,2017-12-19T00:00:00,Avg,727.2,0.2708,3.3,7.5,11,72.4,8.6,10,27.1,243,7.7,610
Parkway East,2017-12-18T00:00:00,Avg,729.4,0.2671,2.1,12.8,14.9,85.8,5,11,19.9,217,5.3,1036
Parkway East,2017-12-25T00:00:00,Avg,730.8,0.2691,1.7,4.2,6.1,68.9,-4.6,8,33.8,273,8.7,292
Parkway East,2018-01-13T00:00:00,Avg,733.9,0.2893,,,,79.5,-8.1,4,34,339,6,348
Parkway East,2018-01-14T00:00:00,Avg,742.5,0.4049,,,,68.5,-10.8,7,51.1,30,2.1,703
Parkway East,2018-02-09T00:00:00,Avg,735.3,0.768,6,22.8,28.9,76.4,-0.6,20,25.5,149,2.4,1845
Parkway East,2017-12-28T00:00:00,Avg,741.4,0.4712,10.8,18.7,29.5,69.1,-11.9,14,48.5,306,2.4,1303
Parkway East,2017-12-29T00:00:00,Avg,734.5,0.4419,8.4,15.7,24.2,69,-8.6,15,37.9,241,3.6,1118
Parkway East,2017-12-30T00:00:00,Avg,730,0.3075,5.1,13.2,18.4,82.1,-8.3,15,29.6,283,5.2,901
Parkway East,2018-01-21T00:00:00,Avg,731.3,0.3445,1.6,11,12.7,85.4,7.6,12,16.5,208,4.2,1171
Parkway East,2018-01-25T00:00:00,Avg,739.2,0.423,9.6,14.3,24,75,-2.9,9,26.3,315,2.9,1035
Parkway East,2018-01-09T00:00:00,Avg,734.8,0.4489,11.5,15.2,26.7,78.4,1.4,17,33.5,271,3.4,1119
Parkway East,2018-01-11T00:00:00,Avg,730.5,0.2604,1.4,8.3,9.8,76.9,12,6,26.8,153,2.9,676
Parkway East,2017-12-24T00:00:00,Avg,729,0.3371,2.7,6.6,9.4,80.6,2.1,7,41.6,128,2.7,558
Parkway East,2018-01-18T00:00:00,Avg,733.3,0.2335,2.7,9.9,12.7,65.3,-7.4,14,19.9,221,7.9,734
Parkway East,2018-01-06T00:00:00,Avg,738.6,0.4823,6.2,13.3,19.7,65,-14.7,9,38.5,313,6.1,778
Parkway East,2018-01-15T00:00:00,Avg,737.3,0.2285,,,,76.4,-7.1,9,33.2,145,2.1,878
Parkway East,2018-01-16T00:00:00,Avg,737.3,0.307,,,,87.1,-4.4,13,28.5,264,3.6,917
Parkway East,2018-01-10T00:00:00,Avg,733.9,0.3074,7.5,17.4,24.9,79.9,2.7,14,31.6,131,1.5,1432
Parkway East,2018-01-12T00:00:00,Avg,722.4,0.3557,4.6,11.2,15.8,94.1,8.7,3,33.7,90,3.8,530
Parkway East,2018-01-28T00:00:00,Avg,734.9,0.7168,7.1,12.6,19.8,72.3,6.4,11,40.1,18,1.8,1160
Parkway East,2018-01-27T00:00:00,Avg,735,0.5435,3.5,14.4,18,62.5,8.2,12,22.7,221,5,1451
Parkway East,2018-01-17T00:00:00,Avg,738.5,0.39,9.1,15.5,24.7,75,-11.6,22,30.4,266,4.6,1111
Parkway East,2018-01-20T00:00:00,Avg,729.4,0.2793,1.4,7.5,9,56.4,5.1,8,19.9,223,6.9,678
Parkway East,2018-01-19T00:00:00,Avg,730.2,0.1911,1.3,7.5,9,52.1,-0.2,8,16.4,215,7.5,593
Parkway East,2018-01-22T00:00:00,Avg,727,0.4329,2.1,12.3,14.5,75.2,12.5,10,25,163,2.8,1149
Parkway East,2018-01-30T00:00:00,Avg,734.7,0.3738,7.7,9.9,17.7,77.8,-6.5,6,28.9,322,6.7,502
Parkway East,2018-01-31T00:00:00,Avg,729.7,0.4472,4.4,16.2,20.6,57.4,-2,12,20.4,189,5.6,1224
Parkway East,2018-02-21T00:00:00,Avg,736.3,0.4257,6.1,9.3,15.5,71.9,14.8,9,28.6,295,5.4,1123
Parkway East,2018-01-23T00:00:00,Avg,722.2,0.2681,4,6.8,10.9,73.2,7.1,5,30,243,7.1,447
Parkway East,2018-02-27T00:00:00,Avg,735.8,0.9016,11.1,17.6,28.8,51.5,6.6,15,25.9,161,3,2081
Parkway East,2018-01-29T00:00:00,Avg,731.3,0.4482,16.3,15.7,32.2,72.7,2.4,10,37.8,170,2.3,1560
Parkway East,2018-02-28T00:00:00,Avg,727.7,0.4772,4.1,15.7,19.8,52.7,11.6,9,25.1,220,5.5,1351
Parkway East,2018-01-24T00:00:00,Avg,731.5,0.3879,9,10.1,19.2,76.6,-0.5,4,27.5,309,5.8,659
Parkway East,2018-02-01T00:00:00,Avg,725.8,0.2588,2.9,9.3,12.3,66.1,5.4,9,24.4,243,6.8,779
Parkway East,2018-02-07T00:00:00,Avg,731.5,0.3297,8.9,11.3,20.3,86.8,-2.1,13,33.8,359,3.8,937
Parkway East,2018-02-08T00:00:00,Avg,737.8,0.3729,5.8,14.8,20.7,79.2,-5.5,17,30.9,249,4.6,843
Parkway East,2018-02-10T00:00:00,Avg,729.8,0.8247,11.6,22.3,33.9,72.9,6.9,18,32.1,118,2,2209
Parkway East,2018-02-05T00:00:00,Avg,732.3,0.3102,6.6,8.7,15.4,69.8,-5.4,7,29.2,284,5.4,566
Parkway East,2018-02-06T00:00:00,Avg,735.9,0.4879,10.3,16.4,26.7,73.2,-2.7,14,37.2,309,2.3,1198
Parkway East,2018-02-15T00:00:00,Avg,724.7,0.2774,4.3,8.6,13,88.2,15,4,27.3,229,5.7,687
Parkway East,2018-03-01T00:00:00,Avg,720.5,0.2832,1.6,9.8,11.5,86.2,9.1,6,31.4,147,3.6,800
Parkway East,2018-02-25T00:00:00,Avg,726.3,0.3564,1.9,6.3,8.3,69,11.8,4,29.2,228,5.4,407
Parkway East,2018-02-12T00:00:00,Avg,740.5,0.5599,10.5,12.9,23.5,70.4,0.1,11,32.9,338,3.7,1065
Parkway East,2018-02-16T00:00:00,Avg,727.3,0.4414,8.6,9.9,18.6,83.9,5.6,8,37.6,333,4.5,759
Parkway East,2018-02-11T00:00:00,Avg,726.1,0.4591,7.9,12.7,20.7,95.2,7.1,9,34.7,234,3.6,1090
Parkway East,2018-02-17T00:00:00,Avg,732.1,0.2686,1.9,7.6,9.6,78.6,-0.1,9,40.7,137,1.6,692
Parkway East,2018-02-18T00:00:00,Avg,735.3,0.3246,2.6,7.1,9.8,81.3,1.9,8,31,242,3.5,630
Parkway East,2018-02-23T00:00:00,Avg,734.9,0.3526,3.8,8.7,12.6,84.9,16,6,26,228,5.1,728
Parkway East,2018-02-13T00:00:00,Avg,742.5,0.2773,4,9.7,13.8,62.5,0.4,10,45.2,120,1.9,938
Parkway East,2018-02-24T00:00:00,Avg,731.1,0.4363,4.9,6.6,11.6,90,9.9,7,42.1,69,2.3,655
Parkway East,2018-02-22T00:00:00,Avg,739.9,0.3437,6.1,8.4,14.6,91.2,5,4,39.1,72,2.8,469
Parkway East,2018-02-26T00:00:00,Avg,734.2,0.602,9.3,14.2,23.6,49.7,7.4,6,32.4,308,3.8,743
Parkway East,2018-05-15T00:00:00,Avg,726.8,0.5067,3.5,9.3,12.9,71.9,23,10,34.6,17,4,1169
Parkway East,2018-05-16T00:00:00,Avg,728.2,0.3649,3.8,7.5,11.4,79.5,21.2,10,53.5,114,1.7,1056
Parkway East,2018-05-17T00:00:00,Avg,729.1,0.503,9.8,7.3,17.1,78.8,22.2,9,63.9,67,1.4,1348
Parkway East,2018-05-18T00:00:00,Avg,731.4,0.4645,4.8,7,11.9,74.7,20.3,7,70.2,191,2,935
Parkway East,2018-05-19T00:00:00,Avg,728.8,0.2297,1.1,3.7,4.8,82.8,19.9,4,45.9,205,2.8,433
Parkway East,2018-05-20T00:00:00,Avg,730.6,0.5103,3.2,6.1,9.5,74.5,21.7,8,37.5,317,3.6,656
Parkway East,2018-05-21T00:00:00,Avg,732.1,0.4637,8.3,9.5,17.8,66.4,22.2,11,54,55,2.1,1293
Parkway East,2018-05-22T00:00:00,Avg,729.4,0.3318,2.2,8.3,10.3,83.2,21,10,34.4,214,3.9,858
Parkway East,2018-03-02T00:00:00,Avg,729.9,0.3485,4,4.5,8.6,65.4,1.6,4,28.2,329,10.1,299
Parkway East,2018-03-03T00:00:00,Avg,736.9,0.5133,4.7,6.1,10.9,61.7,0.9,4,34.8,340,5,444
Parkway East,2018-03-04T00:00:00,Avg,737,0.5238,4.3,7.3,11.8,55.9,1.2,5,36.8,354,3.6,553
Parkway East,2018-03-05T00:00:00,Avg,732.7,0.5137,9.1,12.2,21.4,53.8,0.6,5,46.2,29,2.1,786
Parkway East,2018-03-06T00:00:00,Avg,723.8,0.253,1.6,8.9,10.6,65.9,3.5,9,42.8,129,1.6,983
Parkway East,2018-03-07T00:00:00,Avg,722.5,0.4938,10.9,12.9,23.9,80.5,2,8,35,288,4.3,952
Parkway East,2018-03-08T00:00:00,Avg,724.7,0.3772,6.2,9.3,15.6,62.5,-1.5,5,33,281,6.1,506
Parkway East,2018-03-09T00:00:00,Avg,726.5,0.487,8.3,12.9,21.3,75.3,-1.9,8,33.4,274,5.6,770
Parkway East,2018-03-10T00:00:00,Avg,729.1,0.714,10.9,17.4,28.3,64.3,-0.5,12,35.6,309,2.7,1066
Parkway East,2018-03-11T00:00:00,Avg,730.8,0.6474,5.8,11.7,17.6,58.2,0.7,6,39,32,2.7,733
Parkway East,2018-03-12T00:00:00,Avg,726.3,0.5061,11.5,12.1,23.7,62.3,1.1,7,35.4,354,4.3,807
Parkway East,2018-03-13T00:00:00,Avg,726.3,0.4514,9.3,10.8,20.2,73.9,-0.9,9,29.2,320,5,689
Parkway East,2018-03-14T00:00:00,Avg,725.1,0.3768,6.1,9.3,15.5,68.7,-2.2,6,28.3,295,6.9,479
Parkway East,2018-03-15T00:00:00,Avg,721.8,0.3665,5.1,9.2,14.4,55.4,1.6,7,26,280,6.7,588
Parkway East,2018-03-16T00:00:00,Avg,728.7,0.4891,7.8,9.4,17.4,56.4,-0.6,6,30.1,324,5.9,617
Parkway East,2018-03-17T00:00:00,Avg,727,0.7717,8.6,20.9,29.6,59.1,-0.8,11,35.7,311,1.8,1311
Parkway East,2018-03-18T00:00:00,Avg,727.9,0.7562,13.6,23.3,37.1,46.5,4.1,7,37.6,308,2.5,1096
Parkway East,2018-03-19T00:00:00,Avg,725.1,0.65,12,18.9,31.1,44.3,7.1,9,37.6,61,2.7,1396
Parkway East,2018-03-20T00:00:00,Avg,721.9,0.3794,6.6,10.1,16.9,69.7,1.5,7,58.2,91,1.9,764
Parkway East,2018-03-21T00:00:00,Avg,723.4,0.3854,8,11.3,19.4,85.5,-0.4,6,35,31,3.3,692
Parkway East,2018-03-22T00:00:00,Avg,731.3,0.5059,10.2,13.6,23.9,64.2,0.4,6,25.8,319,5,775
Parkway East,2018-03-23T00:00:00,Avg,733.4,0.6434,14.7,17.5,32.3,58.3,0.7,7,36.9,328,3.4,973
Parkway East,2018-03-24T00:00:00,Avg,733.1,0.6215,6.6,11.2,17.9,56.2,1.8,7,39.5,7,3,680
Parkway East,2018-03-25T00:00:00,Avg,736.9,0.3568,2.6,4.8,7.5,47.3,1.4,4,49.5,94,2.8,328
Parkway East,2018-03-26T00:00:00,Avg,740,0.1917,0.5,5.2,5.9,56.5,4.9,5,40.4,143,2.3,360
Parkway East,2018-03-27T00:00:00,Avg,733.3,0.3172,0.4,9,9.3,85.7,6.1,9,23.6,164,2.8,748
Parkway East,2018-03-28T00:00:00,Avg,728,0.4693,6.1,17.1,23.3,96.3,12.1,9,27.7,183,1.6,1337
Parkway East,2018-03-29T00:00:00,Avg,724.5,0.3777,2.3,11.6,14,92.6,14.8,7,20.2,208,4.4,1175
Parkway East,2018-03-30T00:00:00,Avg,728.9,0.5685,8.6,10.6,19.3,87.7,4,5,36.6,350,4,742
Parkway East,2018-03-31T00:00:00,Avg,732.1,0.6527,7.4,10,17.4,68.8,6.4,13,25.8,187,5.9,1128
Parkway East,2018-04-01T00:00:00,Avg,730.2,0.4275,3.3,5.2,8.2,60.3,7.1,5,34.4,325,5.6,323
Parkway East,2018-04-02T00:00:00,Avg,730.3,0.4078,7.9,12.8,20.8,81,3.1,8,41,83,1.8,747
Parkway East,2018-04-03T00:00:00,Avg,724,0.3578,2.3,12.6,15,91.4,9.6,11,29.7,153,3.6,989
Parkway East,2018-04-04T00:00:00,Avg,723.9,0.3174,4,6.7,10.8,70.7,5.8,5,29.3,273,10.1,460
Parkway East,2018-04-05T00:00:00,Avg,731.7,0.4171,5.7,9.5,15.3,51.5,2.9,7,31.2,280,6,586
Parkway East,2018-04-06T00:00:00,Avg,724.9,0.2871,2.5,9.3,11.8,58.4,7.3,6,28.7,242,6.6,623
Parkway East,2018-04-07T00:00:00,Avg,727.9,0.5788,5.1,9.6,14.8,61.7,0.7,6,40.3,334,4,570
Parkway East,2018-04-08T00:00:00,Avg,728.7,0.4967,4,7.8,11.9,53.6,1.6,7,36.4,349,3.9,559
Parkway East,2018-04-09T00:00:00,Avg,731.3,0.3925,6.1,11.3,17.5,75.8,1,11,49.4,101,1.5,871
Parkway East,2018-04-10T00:00:00,Avg,733.4,0.5635,9.8,14.5,24.4,66.6,2.9,11,38.5,311,3.1,900
Parkway East,2018-04-11T00:00:00,Avg,730.7,0.5635,3.7,15.6,19.4,55.8,7.8,17,28.9,212,5,1212
Parkway East,2018-04-12T00:00:00,Avg,725.8,0.3468,1.3,10.9,12.3,43.2,17.1,10,21.8,216,7.5,1102
Parkway East,2018-04-13T00:00:00,Avg,725.7,0.4188,1.4,9.6,11.1,30.9,23.1,14,24.4,228,7.3,1486
Parkway East,2018-04-14T00:00:00,Avg,725.6,0.6792,1.8,13.2,15,41.5,22.2,21,27.6,217,4.7,1990
Parkway East,2018-04-15T00:00:00,Avg,723.1,0.2179,0.9,4,5,68.8,15.9,8,47.7,122,2.3,572
Parkway East,2018-04-16T00:00:00,Avg,720.5,0.3561,6.7,7.9,14.7,81.8,4.9,3,35.2,282,6,489
Parkway East,2018-04-17T00:00:00,Avg,723.8,0.361,5.9,8.8,14.7,78.9,0.9,5,31.6,273,6.8,468
Parkway East,2018-04-18T00:00:00,Avg,724.2,0.4164,5.4,11.8,17.3,58.8,6.6,7,38.3,258,3.4,747
Parkway East,2018-04-19T00:00:00,Avg,728.1,0.4376,6.9,8.8,15.8,76.6,3.9,6,32.3,340,5.6,666
Parkway East,2018-04-20T00:00:00,Avg,737.4,0.5828,8.4,11.7,20.2,50.2,6.1,5,33.7,341,4.5,748
Parkway East,2018-04-21T00:00:00,Avg,738.5,0.7553,9.8,15.9,25,46.5,8.7,7,47.9,10,1.8,1119
Parkway East,2018-04-22T00:00:00,Avg,736.1,0.4504,2.2,6.3,8.3,37.1,14.8,7,49.1,86,2.1,861
Parkway East,2018-04-23T00:00:00,Avg,735,0.1999,0.4,4.1,4.6,50,15.9,8,42,151,2.9,500
Parkway East,2018-04-24T00:00:00,Avg,730.8,0.2111,2.4,6.3,8.7,88,11.5,4,51.5,130,0.9,387
Parkway East,2018-04-25T00:00:00,Avg,725.2,0.4415,8.2,9.8,17.5,85.3,11.5,4,40.1,349,3.4,736
Parkway East,2018-04-26T00:00:00,Avg,726.3,0.4483,7.3,10.4,17.8,60.1,11,6,39.1,298,3.3,820
Parkway East,2018-04-27T00:00:00,Avg,722.7,0.4547,6.8,12.7,19.6,57.6,13.7,9,33.2,189,3.8,1385
Parkway East,2018-04-28T00:00:00,Avg,725.8,0.5207,4.9,10.5,15.4,64.8,9.3,8,36.2,305,4.7,895
Parkway East,2018-04-29T00:00:00,Avg,733,0.414,3.9,5.5,9.4,59.5,5.4,5,26.2,320,6.1,339
Parkway East,2018-04-30T00:00:00,Avg,733.5,0.7261,13.5,21.3,35,35.7,11.9,11,37.8,293,3.9,1511
Parkway East,2018-05-01T00:00:00,Avg,732.2,0.5551,3.9,15,19,31.7,18.6,13,29.4,215,4.4,1496
Parkway East,2018-05-02T00:00:00,Avg,731.5,0.701,2.1,13.2,15.4,39,22.7,16,22.4,209,6.2,1482
Parkway East,2018-05-03T00:00:00,Avg,730,0.3826,2.6,8.4,11,58,24.1,13,28.6,244,6.1,1141
Parkway East,2018-05-04T00:00:00,Avg,727.9,0.4034,1.8,7.8,9.7,68.6,21.2,12,29.8,223,6.4,1194
Parkway East,2018-05-05T00:00:00,Avg,730.8,0.1966,0.6,3.9,4.5,66.4,16.4,6,42.6,155,1.9,573
Parkway East,2018-05-06T00:00:00,Avg,728,0.5883,4.3,8.7,13.1,87.2,14.4,7,51.4,64,1.7,815
Parkway East,2018-05-07T00:00:00,Avg,730.7,0.5964,5.5,12.3,17.9,70.5,17.6,12,46.3,86,1.7,1417
Parkway East,2018-05-08T00:00:00,Avg,732.3,0.3447,2.4,8.4,10.6,59.5,19.6,11,41.6,159,2.3,948
Parkway East,2018-05-09T00:00:00,Avg,729.6,0.2663,1,7.2,8.2,53.8,21.4,10,28.2,177,3.7,932
Parkway East,2018-05-10T00:00:00,Avg,725.8,0.457,3.2,9.2,12.3,59.6,21.6,13,33.5,261,5.5,1103
Parkway East,2018-05-11T00:00:00,Avg,730.3,0.5769,10.4,11.5,22,58.5,16.7,7,48.2,30,2.4,1186
Parkway East,2018-05-12T00:00:00,Avg,729.3,0.618,4.3,9,13.4,74.3,18.7,16,48.6,332,3,1368
Parkway East,2018-05-13T00:00:00,Avg,729.2,0.4679,2.4,6.7,9.2,89.7,18.5,16,48.2,70,2.2,1027
Parkway East,2018-05-14T00:00:00,Avg,728.3,0.5084,7.3,10.9,18.2,87.5,20,13,41.2,252,2,1705
Parkway East,2018-05-23T00:00:00,Avg,731.4,0.6337,8.5,11.9,20.5,69.3,20,8,49.9,352,2.4,1091
Parkway East,2018-05-24T00:00:00,Avg,733.2,0.7507,11.8,15.8,27.8,57,21.7,17,49.3,110,1.5,2106
Parkway East,2018-05-25T00:00:00,Avg,728.5,0.5897,3.8,12.5,16.5,60.8,23.3,16,43.9,199,2.9,1606
Parkway East,2018-05-26T00:00:00,Avg,726,0.8085,2.2,10.9,13.2,69.1,24.4,18,36.5,225,2.5,1915
Parkway East,2018-05-27T00:00:00,Avg,727.4,0.6594,2.6,9.1,11.4,77.5,24.2,13,47.6,121,1.6,1196
Parkway East,2018-05-28T00:00:00,Avg,728.7,0.5169,1.7,7.7,9.5,72,25.7,20,45.5,160,1.5,1888
Parkway East,2018-05-29T00:00:00,Avg,728.6,0.57,4.6,10.4,15,67.1,27,18,59,184,1.8,1791
Parkway East,2018-05-30T00:00:00,Avg,727.2,0.1332,0.6,2.8,3.4,72.5,25.3,6,51.5,184,2.6,483
Parkway East,2018-05-31T00:00:00,Avg,725.6,0.2516,0.9,5.6,6.4,74.4,25.3,11,27.5,199,4.5,904
Parkway East,2018-06-01T00:00:00,Avg,725.4,0.4052,2.5,7.9,10.5,80,22.6,13,33.5,225,3.5,1069
Parkway East,2018-06-02T00:00:00,Avg,725.7,0.7135,6.1,8,14.2,72.8,24.1,10,43.6,19,2.5,1176
Parkway East,2018-06-03T00:00:00,Avg,724.8,0.3278,2.1,5.9,8,80.3,21.9,11,52.5,155,1.9,773
Parkway East,2018-06-04T00:00:00,Avg,725.3,0.4995,7.6,9.5,17.1,67.6,19,6,48.6,311,3.3,943
Parkway East,2018-06-05T00:00:00,Avg,724,0.4473,6.1,11.4,17.6,74.6,16.4,8,46.2,270,3.5,961
Parkway East,2018-06-06T00:00:00,Avg,727.6,0.4835,11.5,9.9,21.5,76.7,13.5,7,48.6,317,1.9,1078
Parkway East,2018-06-07T00:00:00,Avg,730.9,0.5011,5.2,10.1,15.4,68.4,17.9,15,39.3,168,2.1,1538
Parkway East,2018-06-08T00:00:00,Avg,732.6,0.6692,3.7,13.2,16.9,70.4,21.9,19,43.2,145,1.6,2211
Parkway East,2018-06-09T00:00:00,Avg,731.3,0.4871,2,7.9,10,83.5,22,21,56.8,113,1.2,1821
Parkway East,2018-06-10T00:00:00,Avg,727.4,0.4597,3,7.8,10.8,86.5,20.9,14,57.1,85,2.1,1084
Parkway East,2018-06-11T00:00:00,Avg,728.9,0.4147,7.6,6.6,14.1,83.8,18.3,4,74.6,99,1.5,656
Parkway East,2018-06-12T00:00:00,Avg,730,0.1623,0.5,2.9,3.5,75.7,20.6,5,43.8,174,2.7,355
Parkway East,2018-06-13T00:00:00,Avg,726.9,0.3194,2,7,9.1,81.1,22.6,10,29.4,224,5.2,1016
Parkway East,2018-06-14T00:00:00,Avg,728.9,0.64,11,14.3,25.4,53.5,22.1,9,46.1,334,2.9,1351
Parkway East,2018-06-15T00:00:00,Avg,730,0.8347,11.2,17.6,28.9,55.9,21.1,11,50.3,45,1.7,1702
