datetime,bp,co,no,no2,nox,out_rh,out_t,pm25t,uvpm
2017-09-29T00:00:00,731.5,0.6659,11.2,11.4,22.6,73.3,14.8,9,1397
2019-01-24T00:00:00,721.2,0.4246,7.4,10.2,17.6,87.4,1.4,6,654
2017-09-11T00:00:00,735.2,0.3119,4.2,6.5,10.5,71.7,16.4,5,1057
2018-08-05T00:00:00,733.6,0.978,2.1,9.9,12.2,77.9,24.9,21,2104
2020-01-06T00:00:00,728.9,0.3069,4.6,9.2,13.9,60.6,4.2,6,537
2018-04-02T00:00:00,730.3,0.4078,7.9,12.8,20.8,81,3.1,8,747
2018-01-25T00:00:00,739.2,0.423,9.6,14.3,24,75,-2.9,9,1035
2020-03-16T00:00:00,735.4,0.1802,0.8,6.2,7.1,65.2,5.4,5,705
2019-05-29T00:00:00,722.9,0.5398,3.5,10.3,13.9,88.3,21.5,13,1268
2017-05-06T00:00:00,717,0.3336,4.1,4.8,9,90.2,7.2,3,324
2018-10-27T00:00:00,721,0.4973,7.1,7.3,14.5,93.5,7.7,4,512
2016-05-31T00:00:00,728.5,0.7052,7.4,14.7,22.2,61.4,23.7,14,2035
2016-04-01T00:00:00,719.6,0.3667,5.4,8.4,13.6,61.2,15.3,5,651
2018-05-31T00:00:00,725.6,0.2516,0.9,5.6,6.4,74.4,25.3,11,904
2018-07-11T00:00:00,730.6,0.6381,10.9,11.3,22.3,56.9,24.1,11,1233
2018-04-25T00:00:00,725.2,0.4415,8.2,9.8,17.5,85.3,11.5,4,736
2020-03-31T00:00:00,726,0.4489,8.1,9.7,17.8,81.6,6.9,5,623
2016-07-04T00:00:00,727.9,0.2587,0.9,5.3,6.2,80.5,20.9,13,1127
2016-12-22T00:00:00,732.3,0.5153,10.4,16,26.5,62.2,3.3,15,1649
2018-10-07T00:00:00,733.7,1.22,3.7,8,11.8,81.1,24,16,1773
2019-12-05T00:00:00,727.2,0.4839,8.8,14.4,23.3,69.3,2.5,7,927
2017-06-11T00:00:00,731.9,0.4611,0.9,7.5,8.5,56.6,25.1,16,1316
2016-06-04T00:00:00,727.1,0.2953,1,7.3,8.2,71.5,23.3,16,1335
2016-11-25T00:00:00,734.4,0.4986,7.1,10,17.2,77.6,6.3,7,750
2016-10-11T00:00:00,736.9,0.3496,4.3,11,15,75.9,11.6,7,1252
2016-04-03T00:00:00,725.9,0.2496,2.1,3.8,6,53.4,2.7,4,251
2019-07-13T00:00:00,730.2,0.924,7.2,11.3,18.6,66.2,24.8,14,2119
2018-01-08T00:00:00,730.1,0.2485,1.3,11.3,12.8,77.2,1,9,865
2016-11-19T00:00:00,727,0.4154,3.4,10.3,13.9,68.2,7.4,10,1186
2020-01-14T00:00:00,731.5,0.4486,6.8,13.4,20.3,83.2,6.9,10,1146
2016-09-23T00:00:00,730.5,0.9084,7.4,19,26.5,63.9,24.5,18,2796
2016-06-29T00:00:00,729.9,0.6055,11,11.7,22.8,66.9,18.7,6,1137
2018-05-17T00:00:00,729.1,0.503,9.8,7.3,17.1,78.8,22.2,9,1348
2018-03-06T00:00:00,723.8,0.253,1.6,8.9,10.6,65.9,3.5,9,983
2019-04-09T00:00:00,722.1,0.3906,4.6,10.1,15,55.2,16.1,7,1011
2016-11-24T00:00:00,731.9,0.4972,3.9,10.6,14.6,82,8.4,18,1757
2016-09-14T00:00:00,733,1.6638,16.6,16.5,33.3,77.4,20.7,20,3608
2016-08-30T00:00:00,732.3,0.567,6.6,13.6,20.4,62.7,23.7,7,1420
2018-12-31T00:00:00,726.9,0.4122,10.1,10.2,11.3,89.7,6.5,13,1519
2017-11-27T00:00:00,732.2,0.5149,6.8,16.7,23,63.7,5.7,14,1403
2017-12-13T00:00:00,721.2,0.2843,5.1,10.3,15.4,71.1,-6.4,6,611
2016-06-12T00:00:00,727.8,0.3527,2.2,4.4,6.8,43.7,23.1,5,429
2017-05-20T00:00:00,732.8,0.7144,9,7.5,16.6,71.4,18.9,9,1070
2017-03-24T00:00:00,732.9,0.3157,1.2,10.5,11.8,55.2,14.5,15,1349
2018-07-05T00:00:00,734.9,0.3854,3,8.4,11.5,84.4,25.1,15,1518
2016-03-29T00:00:00,732.5,0.5075,8.9,10.4,19.3,53.8,7.1,5,747
2016-02-22T00:00:00,730,0.5135,13.3,12.9,26.3,60.8,4.9,6,1016
2016-11-29T00:00:00,723.3,0.4174,4.1,12.5,16.6,80,11.8,10,1147
2019-09-28T00:00:00,730.2,0.8821,2.8,11.2,14.1,72.6,23.5,15,1254
2017-08-08T00:00:00,731.5,0.7941,11.8,11.7,23.6,66.4,20.7,8,1310
2019-10-01T00:00:00,729.5,0.8548,4.3,13,17,69.8,25.9,17,1996
2019-03-13T00:00:00,731.9,0.3511,3.6,13.3,16.8,47,7.8,11,1292
2016-11-03T00:00:00,731,0.4826,6.7,10.9,17.2,76,16.5,9,1317
2016-10-01T00:00:00,730.7,0.448,4.3,6.3,10.8,88,17,6,703
2016-03-11T00:00:00,734,0.5313,10.7,9.7,20.6,75.5,10,5,566
2020-01-10T00:00:00,735,0.6135,1.8,16,17.6,69.8,10.4,11,1165
2017-09-18T00:00:00,731,0.6047,8.6,11.6,20.3,78.9,22.2,16,2291
2018-10-11T00:00:00,722.7,0.5153,7.3,8.8,16.3,81.3,19.4,6,1046
2016-07-20T00:00:00,734.5,0.69,7.3,14.9,22.2,52.1,23.7,10,1398
2020-02-19T00:00:00,736.5,0.4886,7,10,17.1,58.2,1.7,9,706
2018-03-30T00:00:00,728.9,0.5685,8.6,10.6,19.3,87.7,4,5,742
2018-09-12T00:00:00,733.5,0.5366,8.4,5.9,14.3,86.5,21.2,6,1559
2016-11-12T00:00:00,737.4,0.94,12.2,17.8,30.1,65.3,3.6,10,1411
2016-12-28T00:00:00,730.9,0.2807,5.1,9.7,14.8,63.3,2.2,6,763
2018-06-11T00:00:00,728.9,0.4147,7.6,6.6,14.1,83.8,18.3,4,656
2018-06-18T00:00:00,729.4,0.4338,1.7,8.2,10,65.4,28.7,19,1458
2019-05-06T00:00:00,729.1,0.5817,10,14,24.1,63.9,17.1,10,1496
2019-06-30T00:00:00,729.7,0.3618,1.8,5.3,7.2,64.4,24.3,8,694
2017-09-25T00:00:00,730.7,0.5424,5.6,12.4,18.1,67,25.3,16,1846
2018-07-30T00:00:00,730.8,0.2924,1.8,6.2,8.1,78.8,21.8,11,923
2017-10-01T00:00:00,736.9,0.4274,2.2,5.8,8.1,62.6,13.2,6,986
2016-01-06T00:00:00,737.9,0.6073,28.6,22.9,51.6,55.6,-2.8,17,2313
2018-03-18T00:00:00,727.9,0.7562,13.6,23.3,37.1,46.5,4.1,7,1096
2019-05-24T00:00:00,731.1,0.6063,8,11.9,20,58.9,20.8,6,1131
2017-07-30T00:00:00,731.6,0.7073,5.5,6.4,12,64.9,23.1,12,1169
2017-07-07T00:00:00,726.5,0.3801,4.1,7.8,12,81.7,22.6,7,1089
2016-07-30T00:00:00,728.1,0.3656,1.9,6.6,8.6,87.6,22.5,12,1092
2016-08-29T00:00:00,734.2,0.5452,5.9,10.3,16.3,71.8,24.9,6,1133
2019-03-22T00:00:00,723.5,0.31,5.1,7.3,12.6,73.4,3,7,543
2018-03-21T00:00:00,723.4,0.3854,8,11.3,19.4,85.5,-0.4,6,692
2017-09-06T00:00:00,726.6,0.6224,11.3,12.3,23.7,70.8,17.4,15,1799
2019-09-16T00:00:00,730.1,0.6263,4,13,17,69.6,23.9,13,1657
2017-02-21T00:00:00,730.2,0.2839,2,12.1,14.2,52.1,12.8,11,1354
2018-11-24T00:00:00,723.9,0.2301,0.9,6.7,7.7,87.6,5.7,7,460
2017-01-28T00:00:00,722.3,0.2561,2.3,6.3,8.7,71,-0.5,9,380
2017-03-08T00:00:00,729.9,0.2409,2.9,6.2,9.2,52.1,9.2,2,442
2017-09-01T00:00:00,732.3,0.4991,10.9,8.1,19.1,70.5,14.3,7,1097
2018-12-06T00:00:00,732.9,0.2058,3,8.2,11.4,75,0.2,8,462
2019-01-10T00:00:00,731.7,0.3376,6.7,8.2,15,71.1,-4.3,3,491
2019-06-17T00:00:00,728.2,0.2557,2.4,6.9,9.1,85.4,21.7,6,815
2016-09-05T00:00:00,734.6,0.5637,1.9,10,12,64.2,22.9,11,1427
2020-02-08T00:00:00,731.2,0.2122,1.2,8.2,9.5,85.1,-1.4,10,584
2016-07-23T00:00:00,728.9,0.5391,1.9,9.6,11.6,71,26.9,12,1324
2016-08-22T00:00:00,732.6,0.5577,9.7,10.2,19.5,67.8,21.1,5,1140
2016-10-03T00:00:00,731.3,0.511,10.4,12.9,23.3,86.1,15.8,10,1567
2016-01-12T00:00:00,723.5,0.2158,3.3,8.6,12,83.3,-4.7,8,637
2016-12-21T00:00:00,732.9,0.4345,4.2,15.5,19.8,67.5,0.6,15,1725
2016-04-11T00:00:00,726.3,0.3196,1.8,8.4,10.4,74.4,12.9,10,1002
2016-07-22T00:00:00,729.6,0.6386,3.5,12.6,16.2,67.8,26.2,14,1559
2016-05-28T00:00:00,730.8,0.5082,1.1,7.4,8.5,65.2,26,17,1563
2016-05-14T00:00:00,723.3,0.4742,2.4,8.4,10.9,82.3,10.4,8,999
2016-05-23T00:00:00,728.1,0.5568,13.5,14.7,28.2,71.2,17.6,12,1435
2019-09-12T00:00:00,732.2,0.5719,8.5,11.1,19.7,74.7,25.4,10,1437
2016-11-27T00:00:00,733.3,0.3893,3.9,9.7,13.7,70.6,3.7,10,851
2018-12-08T00:00:00,740.2,0.5558,8.8,17.1,26,74.9,-3.9,16,1093
2019-10-26T00:00:00,730.2,0.4612,4.2,9,13.3,89,11.6,12,1830
2018-09-24T00:00:00,734.5,0.1791,1,3,4.1,89.1,16.9,1,337
2019-07-26T00:00:00,735.7,1.0116,5.9,11.1,17.2,66.6,23.8,17,2017
2017-11-19T00:00:00,722.8,0.3279,3.4,5.2,8.7,77.6,3.3,3,336
2016-08-28T00:00:00,733.8,0.4774,1.8,6.6,8.4,76.2,25.8,12,1004
2016-08-17T00:00:00,731.8,0.347,4.5,8.6,12.9,88.4,23.1,5,1155
2018-06-07T00:00:00,730.9,0.5011,5.2,10.1,15.4,68.4,17.9,15,1538
2017-11-03T00:00:00,732.4,0.601,8.9,12.2,20.5,80.2,13.2,10,1359
2019-08-09T00:00:00,726.4,0.6605,5.8,10.3,16.1,63.4,22.6,8,1117
2018-05-29T00:00:00,728.6,0.57,4.6,10.4,15,67.1,27,18,1791
2016-07-02T00:00:00,732,0.6863,6.5,9.8,16.4,64,18.7,5,982
2019-07-20T00:00:00,728.6,0.5022,2.5,7.4,10,73.6,29.2,16,1149
2018-04-30T00:00:00,733.5,0.7261,13.5,21.3,35,35.7,11.9,11,1511
2017-05-11T00:00:00,725.7,0.5617,11.2,13.7,24.1,83.2,12.4,9,1485
2018-04-14T00:00:00,725.6,0.6792,1.8,13.2,15,41.5,22.2,21,1990
2018-06-06T00:00:00,727.6,0.4835,11.5,9.9,21.5,76.7,13.5,7,1078
2018-05-14T00:00:00,728.3,0.5084,7.3,10.9,18.2,87.5,20,13,1705
2019-07-09T00:00:00,731.3,0.3086,3,5.8,8.8,68.8,25.8,10,1074
2016-07-09T00:00:00,726,0.3971,2.4,6,8.2,66.3,24.4,7,739
2018-03-27T00:00:00,733.3,0.3172,0.4,9,9.3,85.7,6.1,9,748
2019-07-25T00:00:00,733.9,0.6147,8.8,13.1,22,65.3,22.5,11,1543
2016-10-04T00:00:00,733.9,0.3674,7.2,7.3,14.1,79.4,16.9,8,1171
2019-11-06T00:00:00,736.4,0.4677,8,12.9,21,67.1,6.1,10,1211
2018-03-07T00:00:00,722.5,0.4938,10.9,12.9,23.9,80.5,2,8,952
2016-12-10T00:00:00,739.4,0.2889,3.3,9.2,12.6,71.9,-3.7,11,736
2018-05-30T00:00:00,727.2,0.1332,0.6,2.8,3.4,72.5,25.3,6,483
2020-03-28T00:00:00,724,0.3637,1.4,7.7,9.2,92.3,16.4,12,1152
2016-08-14T00:00:00,730.6,0.3755,2.5,6.7,8.4,85.4,24.4,6,825
2016-03-23T00:00:00,726.6,0.424,3.2,12.2,15.1,37.6,16,14,1253
2018-01-10T00:00:00,733.9,0.3074,7.5,17.4,24.9,79.9,2.7,14,1432
2018-01-24T00:00:00,731.5,0.3879,9,10.1,19.2,76.6,-0.5,4,659
2017-01-21T00:00:00,723.2,0.4787,5.8,12.9,18.8,81.5,12.6,11,1661
2018-08-29T00:00:00,730.2,0.4512,1.6,8.3,10,73,26.6,13,1576
2018-11-06T00:00:00,723.5,0.2684,2.7,6.2,9,72.9,13.6,4,391
2016-01-13T00:00:00,729.6,0.2568,5.1,12.2,17.3,65.7,-10.2,13,720
2016-11-22T00:00:00,735.4,0.7241,21,21.6,42.8,69.8,0,10,1897
2017-07-11T00:00:00,728.6,0.3128,1.4,6.9,8.4,84.3,22.7,10,865
2017-12-07T00:00:00,729.4,0.3502,5.9,9.1,15.1,63.1,0.8,7,551
2020-02-06T00:00:00,714.6,0.518,13.5,15,28.6,96.2,4.6,6,1016
2018-08-27T00:00:00,731.7,0.6156,2.3,8.4,10.8,73.2,27.2,20,1682
2018-09-16T00:00:00,732.6,0.2711,1.4,3.1,4.7,77,23.3,5,648
2016-03-14T00:00:00,722.6,0.2004,0.8,5.2,6,81.7,14.4,4,388
2016-01-25T00:00:00,730.3,0.6491,4.5,16.5,21.1,60,0,16,1315
2019-12-25T00:00:00,729.9,1.5722,18.8,20.4,39.3,83,4.2,26,3278
2019-07-11T00:00:00,727.2,0.4256,3.8,10.1,14,88.1,22.2,7,1337
2018-08-18T00:00:00,727.2,0.5162,2.9,6.1,9.1,73.3,25,10,814
2018-05-09T00:00:00,729.6,0.2663,1,7.2,8.2,53.8,21.4,10,932
2019-04-13T00:00:00,729.8,0.4814,2.4,9.1,11.6,43,16.8,5,824
2017-01-17T00:00:00,727.7,0.4065,6.6,13.3,20,87.3,10.9,12,1807
2016-05-30T00:00:00,728.6,0.7787,3.3,11.1,14.5,66.8,23,13,1682
2018-11-16T00:00:00,726.9,0.2798,4.2,10.2,14.5,91.9,0.7,10,587
2016-11-18T00:00:00,731.1,0.3024,4.3,13.1,17.5,62.1,13.5,18,1868
2016-09-20T00:00:00,732.9,0.695,12.2,16.7,29,68.5,23.1,11,1958
2017-04-01T00:00:00,729.7,0.5144,5.4,7.7,13.2,85.2,5.3,4,488
2018-07-02T00:00:00,731.1,0.4664,2.1,8.8,11.1,73.8,26.8,14,1559
2016-07-16T00:00:00,730.5,0.4825,3.1,7.3,10.5,67.6,24.4,10,798
2018-05-10T00:00:00,725.8,0.457,3.2,9.2,12.3,59.6,21.6,13,1103
2018-08-28T00:00:00,731.4,0.5144,3.8,9.9,13.8,67.9,27.9,19,1706
2017-07-09T00:00:00,730.9,0.7419,4.2,8.2,12.4,65.6,20.5,14,1589
2020-01-05T00:00:00,728.6,0.2594,1.9,5.6,7.6,77.5,0.1,5,319
2016-10-17T00:00:00,728,0.4328,1.6,9.8,11.5,74,20.5,12,1285
2016-02-15T00:00:00,728.6,0.1634,1,9.7,10.5,84.1,-1.9,10,765
2017-06-02T00:00:00,730.4,0.9519,12.1,15.7,27,54.3,19.1,12,1882
2018-05-26T00:00:00,726,0.8085,2.2,10.9,13.2,69.1,24.4,18,1915
2018-10-29T00:00:00,727.1,0.4282,8.3,8.8,17.2,83.4,7.7,6,652
2018-06-24T00:00:00,726.5,0.4491,2.5,6,8.6,76,22.7,9,721
2019-04-19T00:00:00,718.1,0.5377,1.5,9.2,10.8,74.9,18.6,15,932
2018-06-16T00:00:00,730.3,1.4636,6.9,13.2,20.2,66.1,22.6,25,2798
2019-10-08T00:00:00,734.1,0.4457,8.6,8.6,17.3,74.4,15.1,6,892
2016-10-30T00:00:00,729.3,0.322,2.8,4.5,7.4,74.2,16.4,9,678
2019-10-12T00:00:00,728.9,0.4149,2.7,6.1,8.9,71.3,12.6,6,868
2016-08-09T00:00:00,731.2,0.1999,0.6,3.7,4.3,68.8,25.6,9,555
2020-02-09T00:00:00,735.4,0.2391,1.1,8.4,9.6,82.5,1.4,9,613
2016-05-03T00:00:00,724.1,0.5602,12.8,13.9,26.8,67.5,13.7,6,1332
2017-03-15T00:00:00,728.3,0.2912,5.6,9.1,14.8,67.3,-6,5,611
2018-09-13T00:00:00,733.3,0.3098,1.9,4.4,6.4,82.2,24.1,3,2035
2018-02-16T00:00:00,727.3,0.4414,8.6,9.9,18.6,83.9,5.6,8,759
2016-10-05T00:00:00,734.9,0.1763,1.4,4.3,5.8,77.8,16.1,5,643
2019-08-16T00:00:00,728.7,1.0617,4.8,12.4,17.3,72.7,24.1,14,1917
2017-06-15T00:00:00,726.9,0.5194,2.4,9.2,11.8,82.9,23.6,12,1320
2018-11-19T00:00:00,729.1,0.487,12.9,14.8,27.9,95.3,4.5,11,1277
2019-08-15T00:00:00,727.8,0.4627,3.1,8.4,11.5,86.2,22.4,13,1495
2018-07-13T00:00:00,733.1,0.3042,1.4,6.2,7.7,59.8,25.1,14,991
2016-02-14T00:00:00,737,0.3945,7.8,17.4,25.3,62.5,-10.8,12,987
2017-05-13T00:00:00,725.2,0.7473,6.9,10.1,17,67.1,14.5,6,1003
2019-03-02T00:00:00,730.2,0.6526,5.5,11.9,17.5,72.3,2.1,19,1364
2017-02-23T00:00:00,724.7,0.3826,2.6,9.6,12.4,75.6,16.2,13,1314
2019-03-09T00:00:00,730.3,0.4244,2.4,11.2,14.3,75.7,3.7,15,1185
2018-09-11T00:00:00,732.4,0.6168,8.9,8.8,17.8,86.6,18.2,5,1148
2018-10-10T00:00:00,727.8,0.2033,0.3,3.5,3.9,73,23.4,4,504
2018-08-02T00:00:00,731.1,0.4043,4,10.2,14.3,82.6,22.7,12,1529
2018-09-25T00:00:00,731.6,0.3834,1.7,6.6,8.4,94,19.4,5,836
2018-02-23T00:00:00,734.9,0.3526,3.8,8.7,12.6,84.9,16,6,728
2019-12-21T00:00:00,737.9,1.2205,16.5,24.7,41.3,72.3,1.5,26,3148
2018-05-18T00:00:00,731.4,0.4645,4.8,7,11.9,74.7,20.3,7,935
2017-08-03T00:00:00,730.9,0.4848,2,8.9,11,70.4,24.1,14,1619
2017-04-24T00:00:00,729.2,0.3068,4.9,8.2,13.1,63.2,12.6,4,654
2017-10-03T00:00:00,739.9,0.4881,5.1,10.3,15.6,59.3,17.8,8,984
2017-10-25T00:00:00,724.2,0.2587,3.1,7.8,10.6,82.2,6.6,5,638
2020-04-05T00:00:00,729,0.4244,2.8,8,10.9,68.5,12.5,16,2179
2018-08-19T00:00:00,728.8,0.4618,2.9,4.9,7.9,73.8,21.7,6,800
2016-10-19T00:00:00,730.2,0.5646,10.9,12.2,23.2,75.1,21.5,11,1705
2016-03-22T00:00:00,728.1,0.7897,4.7,13.8,18.7,50.3,8.1,15,1468
2016-07-24T00:00:00,729.5,0.4689,1.4,7.8,9.3,81,24.9,13,1269
2017-12-01T00:00:00,734.1,0.6051,21.8,18.9,40.9,83.8,4.3,22,2250
2016-03-08T00:00:00,730.7,0.6864,2.3,16.6,19,49.1,15.4,19,2124
2019-09-27T00:00:00,729.1,0.334,1.7,7.7,9.5,60.6,19.2,8,823
2018-08-26T00:00:00,732,0.4699,0.7,7,7.8,79.5,23.9,21,1282
2019-01-15T00:00:00,732.6,0.2904,4,9.8,13.6,74.6,-1.7,14,683
2019-05-20T00:00:00,726.6,0.2875,2.8,5.5,8.2,66.6,19.8,6,585
2017-05-19T00:00:00,729.3,0.6156,7.4,12.3,19.7,64.7,23.9,11,1532
2016-01-14T00:00:00,725.1,0.4021,2.5,15,17.6,62.5,1.5,13,1217
2016-11-21T00:00:00,730.9,0.3353,6.8,8.9,15.9,61.5,-0.3,5,558
2017-11-09T00:00:00,730.8,0.6144,24.2,14.7,39,67.4,6.2,11,1827
2018-02-09T00:00:00,735.3,0.768,6,22.8,28.9,76.4,-0.6,20,1845
2016-03-31T00:00:00,721.2,0.3066,0.3,7.9,8.4,45.8,18.2,11,926
2020-02-25T00:00:00,722.6,0.4861,8.3,13.8,22.1,79,8.4,10,1479
2016-02-11T00:00:00,730.6,0.3212,9.3,12.2,21.6,62.2,-8.8,6,575
2020-01-17T00:00:00,743.6,0.3317,6.2,7.8,14.1,62.1,-2.1,3,556
2016-07-19T00:00:00,733.5,0.5838,6.3,11.6,18,56.2,25.5,10,1506
2019-08-25T00:00:00,733.6,0.2403,0.9,3.2,4.2,68.8,18.2,6,560
2018-04-21T00:00:00,738.5,0.7553,9.8,15.9,25,46.5,8.7,7,1119
2018-12-04T00:00:00,729.7,0.5601,14.9,13.1,28.2,73.2,1,4,769
2018-05-16T00:00:00,728.2,0.3649,3.8,7.5,11.4,79.5,21.2,10,1056
2017-09-08T00:00:00,733.4,0.5309,7.5,9.7,17.3,71.7,15.5,6,1017
2016-01-01T00:00:00,731.3,0.2789,2.2,4.9,7.3,67.6,0,7,308
2016-04-21T00:00:00,727.4,0.3341,2.7,10.4,12.7,46,18.5,15,1579
2017-04-30T00:00:00,728.7,0.3139,1.3,5.2,6.5,66.3,23.1,13,971
2016-12-12T00:00:00,727.4,0.395,8.2,11.2,19.5,79.9,2.7,11,1580
2016-03-04T00:00:00,729.6,0.6085,14.9,14.7,29.7,79.4,0.1,15,1434
2018-04-05T00:00:00,731.7,0.4171,5.7,9.5,15.3,51.5,2.9,7,586
2017-04-20T00:00:00,728.9,0.2897,1.7,9.2,11,79,19.6,9,911
2017-02-02T00:00:00,732.8,0.4287,8.2,11.2,19.5,61.1,0,8,806
2019-06-13T00:00:00,723,0.2662,1.5,5.4,6.8,76.2,16.5,6,477
2019-12-13T00:00:00,729.8,0.2878,4.8,13.4,17.8,79.9,2.8,8,1123
2019-06-23T00:00:00,729.4,0.3433,1.4,6,7.5,59.8,21.3,5,1104
2019-01-19T00:00:00,725.2,0.3066,2.5,9.3,11.9,87.7,1.5,12,869
2016-02-12T00:00:00,729.8,0.5084,7.7,19.7,27.4,75.7,-9.6,17,1577
2017-03-21T00:00:00,728.5,0.5486,12.5,14.4,27,54.4,10.7,11,1512
2018-10-21T00:00:00,732.5,0.3462,3.4,5.7,9.3,75.7,4,4,416
2020-02-01T00:00:00,725.7,0.5547,5.8,11.9,17.8,88.8,1.6,17,1389
2017-01-04T00:00:00,722.3,0.3178,6.6,8.1,14.8,68.8,1.6,4,593
2019-02-05T00:00:00,729.2,0.4823,10.1,13,22.5,81.8,11.1,11,1214
2018-04-11T00:00:00,730.7,0.5635,3.7,15.6,19.4,55.8,7.8,17,1212
2019-06-15T00:00:00,728.8,0.3668,1.6,11.5,13.2,66.1,19.2,13,1306
2017-09-28T00:00:00,729.9,0.5133,7.7,8.3,16.1,62,18.4,3,676
2019-12-29T00:00:00,726.2,0.3232,3.9,10.7,14.7,91.8,10.8,11,1401
2018-02-18T00:00:00,735.3,0.3246,2.6,7.1,9.8,81.3,1.9,8,630
2016-11-02T00:00:00,733.7,0.4677,2.3,13,15.4,68,19.9,20,2152
2016-05-10T00:00:00,731.1,0.4057,7.7,10.5,18.3,83.4,15.4,17,1734
2017-06-30T00:00:00,728.3,0.3864,2.2,6.4,8.5,77.6,24.4,10,1067
2019-10-29T00:00:00,731.8,0.549,6.1,11.1,17.3,73,15.8,10,1234
2018-11-17T00:00:00,734.1,0.4018,5.2,11.8,17,82.7,3.3,19,943
2018-11-29T00:00:00,729.7,0.2797,6.4,11.7,18.2,71.9,-1.5,15,838
2017-04-19T00:00:00,732.7,0.1796,0.9,5.3,6.2,66.3,18.4,7,628
2017-01-23T00:00:00,718.2,0.4235,10.5,10.3,20.9,89.6,6.2,3,754
2018-06-20T00:00:00,725.4,0.4142,5.2,10.7,16,85.7,22.7,9,1551
2017-01-05T00:00:00,727.1,0.2538,5.1,11.1,16.4,71.4,-5.6,6,571
2020-04-10T00:00:00,722.8,0.2468,2.3,4.3,6.7,62.1,3.6,4,254
2019-02-21T00:00:00,730.5,0.4529,7.4,12.9,20.4,66.4,6.1,7,739
2016-01-29T00:00:00,722.9,0.4411,9.1,12.1,21.3,71.1,-1.3,6,765
2020-01-19T00:00:00,728.3,0.3052,3.1,6,9.2,74.6,-3.9,9,410
2016-10-18T00:00:00,726.1,0.2921,0.8,8.7,9.9,65,22.3,11,1109
2019-09-29T00:00:00,734.3,0.7182,5.3,6.8,12.2,81.3,21.2,6,844
2019-09-05T00:00:00,730.4,0.5723,9.9,9.2,19.1,70.5,20.2,6,1134
2020-02-23T00:00:00,731.1,0.5196,2.4,13.5,16,37.2,5.4,11,1469
2017-08-05T00:00:00,730,0.4866,3.8,5.6,9.5,68.9,19,7,714
2019-02-27T00:00:00,730.4,0.3989,5.2,10.8,16.1,56.1,3.8,9,998
2019-04-03T00:00:00,732.6,0.5465,6.1,14.4,20.6,40.4,9.8,12,1205
2017-03-09T00:00:00,730.5,0.4297,7.6,10.7,18.4,38.7,9.7,5,866
2020-03-18T00:00:00,733.9,0.2366,2.2,9.3,11.6,75.9,8.1,10,621
2017-03-25T00:00:00,732.5,0.482,2.5,7.8,10.5,58.3,19.4,17,1603
2017-02-16T00:00:00,725.2,0.5449,11,14.6,25.8,74.7,-3.2,8,1024
2018-10-17T00:00:00,731.7,0.276,4.6,6.7,11.3,64.9,9.3,6,608
2016-03-12T00:00:00,731.3,0.658,9.4,14.3,23.2,65.8,12.5,10,1331
2019-06-19T00:00:00,723.4,0.2838,2.1,7.5,9.6,84.7,23,10,1234
2018-12-24T00:00:00,732.3,0.423,5,8.1,13.2,71.8,0.9,8,485
2019-11-14T00:00:00,733.3,0.589,6.8,18.7,25.6,62.2,1.3,12,1392
2019-02-28T00:00:00,731.6,0.4737,9.7,11.7,21.4,56.7,0,11,925
2019-06-12T00:00:00,729.4,0.1735,1.1,5.1,6.3,61.4,18.4,6,623
2019-05-22T00:00:00,731.5,0.1989,1.3,5.8,7.1,62.1,19.1,8,756
2016-10-26T00:00:00,737.1,0.5264,17.8,14.1,32.1,76.1,6.7,8,1250
2020-01-15T00:00:00,730.4,0.4329,5.4,13.1,18.6,77.5,8.6,15,1113
2019-05-11T00:00:00,728.9,0.5205,3.8,5.7,9.6,66.1,13.8,4,593
2019-11-22T00:00:00,727.6,0.4852,7.4,9,16.5,73.3,6.6,5,705
2017-05-14T00:00:00,724.8,0.4727,2.6,6.8,9.3,58.4,15.5,10,1156
2017-03-27T00:00:00,727.6,0.4824,4.8,12.5,17.4,72.7,16,8,1082
2017-05-03T00:00:00,731,0.4288,5.4,8.4,13.9,57.5,11.5,5,635
2016-07-05T00:00:00,726.4,0.5892,6.6,12.4,19,76.9,25,8,1575
2016-01-31T00:00:00,722.9,0.3794,0.7,10.2,10.8,49.7,13,10,1121
2017-09-13T00:00:00,725.5,0.4135,4.8,8.2,13.1,74.7,21.1,7,1091
2016-12-24T00:00:00,733.3,0.5547,5,10.2,15.2,82.6,6.3,10,1014
2019-02-14T00:00:00,726.1,0.3858,1.9,12.5,14.6,61.5,2.8,7,710
2017-04-27T00:00:00,722.2,0.2954,2.2,6.9,9.2,67.8,20.5,9,909
2017-04-16T00:00:00,728.9,0.3018,0.7,4.1,4.9,67.4,20.1,8,680
2020-02-20T00:00:00,738.9,0.5871,11,14.5,25.5,58.3,-2.9,7,892
2019-07-12T00:00:00,727.8,0.6981,7.9,12,20,73.2,23.6,9,1358
2016-08-07T00:00:00,729,0.7386,5.1,8.6,13.7,62.3,23.6,8,1120
2020-03-29T00:00:00,722.6,0.3395,0.4,4.4,4.9,58.9,19.9,4,456
2018-08-12T00:00:00,730.2,0.5432,3,6.4,9.4,67.8,24.4,8,949
2016-06-02T00:00:00,728.9,0.4783,2.3,9.4,11.7,71.5,23.9,13,1299
2018-09-06T00:00:00,733.7,0.9526,8.3,14.9,23.3,82.4,24.9,14,2576
