datetime,bp,co,no,no2,nox,out_rh,out_t,pm25t,uvpm
2016-05-08T00:00:00,725.1,0.4579,3.8,6.7,10.6,53.5,13.7,8,903
2017-12-15T00:00:00,727.4,0.4526,12.1,18.4,30.6,71.3,-4.4,14,1699
2018-02-05T00:00:00,732.3,0.3102,6.6,8.7,15.4,69.8,-5.4,7,566
2016-07-12T00:00:00,729.6,0.382,1.3,6.7,8.1,58.8,26.2,13,868
2018-12-11T00:00:00,730.5,0.2924,3.6,13.5,17.3,70.2,-1.3,17,1031
2017-06-16T00:00:00,726.5,0.4542,3.3,9.8,13.1,86.4,22.3,10,1578
2019-07-16T00:00:00,731.4,0.3702,2.3,8.7,11.1,67.2,27.5,9,1440
2019-01-27T00:00:00,727.4,0.4094,3.9,8.8,12.8,66.4,-1.2,10,556
2018-12-26T00:00:00,739.2,0.6048,9.7,20.5,30.2,68.9,3.3,13,1507
2019-09-06T00:00:00,726.3,0.6148,8.1,10.7,18.9,71.4,20.3,9,1414
2019-06-25T00:00:00,726.9,0.4156,4.1,8.5,12.7,65.6,24,5,935
2018-06-25T00:00:00,732,0.5266,7.8,7.9,15.8,68.9,22.3,7,870
2018-07-16T00:00:00,728.3,0.5169,2.1,8.7,11,72,26.6,16,1498
2016-12-25T00:00:00,739.7,0.5038,3.9,7.5,11.4,84.2,2.9,11,810
2017-06-14T00:00:00,729.2,0.4023,3.7,11.3,15.1,83.7,23.6,15,1466
2017-04-21T00:00:00,726.7,0.4823,5.9,9.3,15.3,66.9,17.5,8,985
2018-09-01T00:00:00,733.3,0.2516,0.8,5.6,6.5,75.8,24.9,10,760
2018-07-26T00:00:00,727.5,0.6759,7.1,9.6,16.7,70.5,24.5,17,1881
2018-10-06T00:00:00,731.3,0.6376,2.5,8.5,11.1,88.3,22.2,11,1545
2018-12-15T00:00:00,729,0.4093,4.9,8.1,13.1,96,8.2,8,791
2018-05-01T00:00:00,732.2,0.5551,3.9,15,19,31.7,18.6,13,1496
2018-04-22T00:00:00,736.1,0.4504,2.2,6.3,8.3,37.1,14.8,7,861
2019-11-12T00:00:00,730.6,0.2953,6.4,7.8,14.3,87.4,-2.2,5,464
2020-01-16T00:00:00,734.4,0.3294,4.8,7,11.9,69.3,3.3,7,544
2016-02-07T00:00:00,728.7,1.0136,5.5,17.7,23.3,58.1,2.9,23,2241
2017-03-29T00:00:00,732.7,0.5728,10.5,11.5,22.1,58.1,11.6,5,880
2017-07-22T00:00:00,726.4,0.2968,1.1,5,6.1,87.6,23.7,12,784
2019-08-05T00:00:00,728.7,0.4857,2.5,9,11.7,74.2,23.8,15,1488
2016-09-19T00:00:00,730.5,0.7105,13.1,15.3,28.5,76.7,23.3,12,1869
2017-12-20T00:00:00,729.3,0.5728,11,13,24.1,58,3.9,8,1172
2017-07-14T00:00:00,729.7,0.5905,5.3,10.9,16.4,76.3,25.5,13,1596
2020-02-12T00:00:00,729.4,0.3086,4.3,11.4,15.9,76.9,1.5,12,720
2019-08-22T00:00:00,728.2,0.4826,4.5,9.6,14.2,79.4,23.5,8,1349
2018-02-15T00:00:00,724.7,0.2774,4.3,8.6,13,88.2,15,4,687
2019-08-11T00:00:00,730.8,0.6892,4.1,7.5,11.6,65.3,21.6,12,1666
2019-03-05T00:00:00,729.8,0.3216,4.8,9.2,14.2,64.8,-9,13,497
2017-10-07T00:00:00,727.9,0.271,1,7.2,8.1,67.8,22.4,10,1190
2019-11-26T00:00:00,726.6,0.4565,3.1,15.4,18.4,64.2,9.4,11,1076
2019-12-26T00:00:00,731.5,0.7208,8.5,19.2,27.8,74.2,10.5,14,2038
2017-05-02T00:00:00,722.9,0.2524,2.6,5.3,8,60.1,12.8,3,395
2019-03-29T00:00:00,729.9,0.3967,1.9,12.4,14.2,78.3,12.7,17,1639
2018-11-27T00:00:00,722.1,0.2827,7.9,8.8,16.8,86.5,-1.4,4,459
2017-12-19T00:00:00,727.2,0.2708,3.3,7.5,11,72.4,8.6,10,610
2018-01-20T00:00:00,729.4,0.2793,1.4,7.5,9,56.4,5.1,8,678
2019-04-12T00:00:00,726.9,0.1759,0.7,5.8,6.6,72.1,17.7,9,594
2020-04-11T00:00:00,727.7,0.2864,1.5,6.2,7.8,52.9,7.4,6,779
2019-02-24T00:00:00,718.5,0.2578,1.1,4.4,5.5,71.1,7.1,3,290
2019-12-16T00:00:00,728.7,0.4983,13.6,13.7,27.5,85.4,0.9,3,1237
2018-10-13T00:00:00,728.6,0.3557,3.3,6,9.3,81.4,7.3,5,501
2018-08-04T00:00:00,732.6,0.6689,2.5,7.7,10.3,72.8,25.4,16,1559
2016-02-03T00:00:00,722.7,0.2504,1.8,7.2,9.1,77.1,12.3,6,540
2017-06-17T00:00:00,725.4,0.3039,1,4.8,5.8,74,24.8,9,840
2018-10-18T00:00:00,738.5,0.7427,15.1,13.7,28.8,61.5,7.1,6,1030
2019-02-19T00:00:00,741.8,0.4448,9.7,15.2,25,65.2,-3.8,8,773
2018-10-15T00:00:00,729,0.2671,2.1,6.2,8.4,88.6,14.2,6,635
2016-03-10T00:00:00,728.6,0.5002,3.4,16.3,19.8,78,15.4,19,980
2018-07-28T00:00:00,730.9,0.6517,4.8,9.5,14.5,65.8,22.1,8,999
2017-04-04T00:00:00,719.9,0.2957,2.9,6.6,9.6,68.8,15.7,4,615
2017-10-26T00:00:00,726.9,0.5733,11.5,14.4,26,79.7,6.8,12,1385
2017-06-23T00:00:00,723.3,0.2953,3.1,6.5,9.7,89.3,21.9,4,778
2016-03-26T00:00:00,732.8,0.6026,4.9,10.4,15.4,57.1,7.9,9,1008
2019-12-09T00:00:00,723,0.2972,0.8,9.3,10.1,87.6,10.6,7,710
2020-01-22T00:00:00,737.1,0.9175,18,24.6,42.7,67.9,-3.5,26,3030
2016-11-30T00:00:00,721.1,0.2683,3.3,10.2,13.4,89,12.2,6,897
2017-02-01T00:00:00,728.4,0.3641,6.5,11.5,18.1,75.6,2.7,8,725
2016-10-21T00:00:00,723.5,0.3478,10.2,7.7,18,94.2,11.7,2,821
2018-01-29T00:00:00,731.3,0.4482,16.3,15.7,32.2,72.7,2.4,10,1560
2016-10-08T00:00:00,731.5,0.6326,6.3,8.1,14.5,84.8,15.5,5,878
2018-11-10T00:00:00,733.2,0.3149,3.6,4.9,8.6,63.2,-0.2,5,341
2019-10-23T00:00:00,729.7,0.5309,2.9,9.9,13,60.4,11,7,720
2019-11-15T00:00:00,734.6,0.7276,13,18.3,31.4,67.9,2.3,20,1784
2020-03-09T00:00:00,735.2,0.6263,2.6,14.5,17.2,33.7,13.8,15,1745
2017-10-18T00:00:00,735.7,0.838,11.8,17.9,29.9,66.7,13.1,14,2262
2016-06-18T00:00:00,734.1,0.7253,3.1,9,12,55.8,25,15,1615
2017-12-23T00:00:00,726,0.4336,4.9,8.9,14.1,94.9,6.6,8,660
2016-05-24T00:00:00,729.6,0.9004,7.8,17.1,25,58.4,20,20,2070
2018-06-09T00:00:00,731.3,0.4871,2,7.9,10,83.5,22,21,1821
2019-05-14T00:00:00,727.1,0.6087,9.3,10.7,20.1,78.7,9.1,4,1008
2016-04-20T00:00:00,732.3,0.2631,3.1,6.9,10.1,30.1,16.7,4,660
2018-05-15T00:00:00,726.8,0.5067,3.5,9.3,12.9,71.9,23,10,1169
2018-02-01T00:00:00,725.8,0.2588,2.9,9.3,12.3,66.1,5.4,9,779
2018-12-13T00:00:00,732.4,0.7186,5.6,21,26.7,75.6,5.1,17,1733
2017-02-14T00:00:00,724.7,0.4859,4.7,15.6,20.5,61.1,3.5,12,1770
2019-08-14T00:00:00,726.7,0.6719,9.8,10.7,20.7,78.2,24.3,10,1885
2019-08-24T00:00:00,733.8,0.4856,3.5,5.3,8.8,64.4,19.4,5,738
2019-07-23T00:00:00,728.3,0.5449,9,9,18,67,22.2,7,1005
2017-07-25T00:00:00,733,0.5361,7.9,8.9,16.9,66.1,21.3,6,937
2018-09-14T00:00:00,732.6,0.2709,3.5,4.1,7.6,79.5,24.6,4,1323
2017-04-23T00:00:00,730.4,0.3327,2.2,4.8,7.2,52,13,2,451
2019-12-20T00:00:00,740.1,0.5669,18.4,20.5,38.9,69.8,-1.6,20,1771
2017-02-28T00:00:00,731.2,0.3227,4.6,11.8,16.5,78.6,9.9,9,1404
2019-11-13T00:00:00,735.7,0.2573,4.7,14.4,19.2,72.8,-5.1,8,876
2019-06-04T00:00:00,730.4,0.4155,4.7,9,13.7,61.9,16.7,13,1147
2018-03-15T00:00:00,721.8,0.3665,5.1,9.2,14.4,55.4,1.6,7,588
2019-03-20T00:00:00,732.8,0.3021,4.5,12.4,16.8,47.1,5.9,14,1110
2019-03-06T00:00:00,733.3,0.3366,5.9,10.6,16.6,63,-7.9,11,597
2017-11-21T00:00:00,727.6,0.4716,1.5,12.8,14.5,46.5,8.4,12,1368
2016-09-08T00:00:00,728.2,0.2618,1.3,6.5,8,70,26.8,12,1058
2016-03-27T00:00:00,728.8,0.271,1.4,6.1,7.6,59,14.4,13,948
2018-01-28T00:00:00,734.9,0.7168,7.1,12.6,19.8,72.3,6.4,11,1160
2017-11-11T00:00:00,739.3,0.3561,3.1,8.1,11.3,57.1,-2.1,8,1011
2018-01-19T00:00:00,730.2,0.1911,1.3,7.5,9,52.1,-0.2,8,593
2019-02-08T00:00:00,733,0.2763,4.3,6.3,10.7,64,1.6,4,362
2019-05-26T00:00:00,729.2,0.6153,2.1,7.2,9.5,79.6,22,10,1146
2016-08-23T00:00:00,736,0.5493,3.4,12.5,13.8,67.7,21.6,8,1140
2017-07-19T00:00:00,731.3,0.7817,5.3,15.3,20.7,67.3,27.3,23,2515
2016-11-11T00:00:00,730.1,0.4767,9.2,9.4,18.7,61.9,8.7,6,885
2017-06-25T00:00:00,730.3,0.4994,3.4,8.2,11.7,57.3,20.4,7,874
2019-05-08T00:00:00,731.5,0.5223,10.4,10.2,20.7,61.4,19.7,8,1064
2018-07-15T00:00:00,729.7,0.6905,1.8,9.7,11.6,73.3,26.3,20,1857
2016-09-13T00:00:00,732.2,0.7343,5.5,13.6,19.2,63.4,22.5,9,1458
2018-06-19T00:00:00,727.3,0.5935,6.8,9.9,16.7,70.7,26.2,7,1314
2019-03-21T00:00:00,724.9,0.5061,8.5,16.1,23.9,56.8,8.5,16,1844
2020-01-23T00:00:00,733.6,0.7196,30.9,25.8,56.8,57.5,1.9,18,2913
2016-07-14T00:00:00,727.2,0.3552,2.4,6.8,9.2,71.4,25.5,8,813
2018-12-20T00:00:00,722.6,0.4099,18.5,17,35.6,77.5,6.2,9,1855
2018-05-12T00:00:00,729.3,0.618,4.3,9,13.4,74.3,18.7,16,1368
2017-03-22T00:00:00,737.5,0.4225,7.5,7.7,15.3,45.2,0.8,4,595
2017-10-24T00:00:00,722.9,0.1905,0.9,5.2,6.2,76.2,12.5,4,376
2016-10-10T00:00:00,738.4,0.6665,14.8,13.5,28.4,69.9,10.8,5,1110
2016-12-19T00:00:00,744,0.6475,18.6,22.4,41.1,72.2,-5.4,10,1304
2017-11-07T00:00:00,733.3,0.5787,15.9,11.6,27.6,89.3,3.7,6,937
2016-05-06T00:00:00,722.8,0.4678,8.3,11.1,19.5,67.2,13.5,5,892
2018-04-04T00:00:00,723.9,0.3174,4,6.7,10.8,70.7,5.8,5,460
2016-06-03T00:00:00,729.2,0.5638,4.4,12.4,16.7,68.8,24.3,14,1561
2017-12-25T00:00:00,730.8,0.2691,1.7,4.2,6.1,68.9,-4.6,8,292
2018-11-13T00:00:00,732.2,0.4855,18.1,13.5,31.6,82.8,2.9,13,1372
2018-02-20T00:00:00,733.3,0.2335,1.1,7,8.1,58.4,20.3,10,1097
2019-03-25T00:00:00,730,0.5488,12,15.2,27.3,76.8,6.6,11,1539
2019-01-18T00:00:00,730,0.7128,16.8,16.5,33.4,89.5,1.6,16,1373
2018-03-05T00:00:00,732.7,0.5137,9.1,12.2,21.4,53.8,0.6,5,786
2017-08-28T00:00:00,732.9,0.2062,2.6,4.9,7.6,67.3,19.8,10,1316
2017-10-02T00:00:00,737.4,0.4873,8.7,10.8,19.5,59.3,15.9,7,1141
2019-06-08T00:00:00,730,0.4364,2.7,5.6,8.3,59.3,22.9,8,844
2016-06-20T00:00:00,731.7,0.635,2.1,9.3,11.5,67.3,24.4,20,1530
2016-12-23T00:00:00,737.5,0.3171,2.4,14.2,16.6,68.2,2,14,1352
2017-10-14T00:00:00,733,0.3106,2.5,5.6,8.1,75.1,19,10,1166
2017-11-23T00:00:00,731,0.637,9.2,15.9,25.2,67.4,0.5,13,1503
2017-03-07T00:00:00,729.6,0.3204,0.6,8.3,9.1,85.6,12,11,1130
2018-05-23T00:00:00,731.4,0.6337,8.5,11.9,20.5,69.3,20,8,1091
2017-08-23T00:00:00,727.8,0.6237,9.4,11.8,21.3,65.4,21.5,8,1295
2019-04-10T00:00:00,726.4,0.4755,9.3,10.3,19.7,51.7,10.9,5,891
2016-05-18T00:00:00,731.1,0.4105,8.6,11.5,20.2,84.9,11.9,10,1197
2018-07-22T00:00:00,723.8,0.332,1.2,4.6,5.9,82.7,20.4,7,461
2018-04-17T00:00:00,723.8,0.361,5.9,8.8,14.7,78.9,0.9,5,468
2017-12-27T00:00:00,741.1,0.4737,9.3,10.9,20.2,59.6,-10.3,11,785
2019-04-05T00:00:00,732.5,0.1645,0.3,5.3,5.8,84.2,9,7,512
2016-10-25T00:00:00,737.5,0.6198,14.4,13.2,27.7,67.8,8.4,5,1076
2016-09-03T00:00:00,733.4,0.5872,5,7.8,12.9,65.6,20.6,5,776
2016-04-30T00:00:00,729.6,0.3561,3.4,6.1,9.6,75.9,13.8,9,755
2016-10-22T00:00:00,726.5,0.3351,4.6,4.9,9.6,75.3,7.2,3,398
2016-08-24T00:00:00,733.7,0.273,2.2,7.1,9.4,67.5,23.9,8,1125
2017-09-12T00:00:00,728.6,0.3044,3.9,7,10.9,72.2,17.7,7,996
2016-02-02T00:00:00,730.7,0.2817,8.1,11.4,19,70.2,4.8,7,877
2016-04-26T00:00:00,722.3,0.3708,4.4,10.1,14.2,61.3,19.6,10,882
2018-12-14T00:00:00,733.3,0.5007,7.4,19.5,27,78.5,7.1,18,2135
2017-12-28T00:00:00,741.4,0.4712,10.8,18.7,29.5,69.1,-11.9,14,1303
2019-05-02T00:00:00,731.1,0.4651,5.6,9.9,15.6,72.5,21.1,13,1087
2019-03-10T00:00:00,725.4,0.4728,1.9,5.5,7.5,70,10.3,7,360
2020-04-04T00:00:00,728.5,0.327,2.3,7.3,9.7,64,10.6,8,1493
2018-10-26T00:00:00,725.8,0.2435,3.2,7.2,10.4,80.2,6.9,6,616
2019-06-01T00:00:00,725.5,0.6937,2.6,9,11.7,75.5,20.2,20,2012
2018-11-23T00:00:00,734.7,0.1881,1.5,6.4,8.1,53.9,2,7,739
2017-03-14T00:00:00,725.3,0.3459,7,8.8,15.8,76.5,-3.2,7,906
2020-01-04T00:00:00,722,0.4858,5.3,9.1,14.5,92.2,6.2,6,636
2018-09-03T00:00:00,735.4,0.7735,3.2,10.1,13.4,68.6,27.6,16,1695
2020-04-09T00:00:00,716.5,0.2478,2.1,4.7,6.9,69,8.7,5,371
2016-06-30T00:00:00,729.8,1.0001,8.2,14.3,22.6,61.6,20.9,19,2567
2018-01-23T00:00:00,722.2,0.2681,4,6.8,10.9,73.2,7.1,5,447
2017-11-13T00:00:00,736.6,0.6824,17.5,15.5,33.1,83.8,5,16,2245
2018-11-12T00:00:00,734.5,0.7336,23.6,20.8,44.6,74.1,2.8,18,2578
2019-02-06T00:00:00,727.6,0.39,6.3,14,20,93.1,9.9,12,1165
2019-08-26T00:00:00,731.1,0.1784,0.6,3.4,4.1,71.5,19.1,4,353
2019-05-17T00:00:00,724.9,0.4368,3.4,10.2,13.6,76.7,19.1,12,1193
2019-01-07T00:00:00,731.8,0.2245,1.6,7.5,9.1,66.5,3.3,5,567
2018-03-02T00:00:00,729.9,0.3485,4,4.5,8.6,65.4,1.6,4,299
2017-10-23T00:00:00,727.3,0.2266,1.3,5,6.3,87.6,15.6,6,660
2019-04-02T00:00:00,731.3,0.3826,3.7,13.6,17.1,46.2,5.9,8,962
2016-06-06T00:00:00,721.8,0.3059,3.4,8.5,12,73.1,20.6,7,804
2018-05-19T00:00:00,728.8,0.2297,1.1,3.7,4.8,82.8,19.9,4,433
2018-07-01T00:00:00,730.4,0.4938,1,6.6,7.6,66.7,27.7,19,1608
2018-07-03T00:00:00,733.9,0.3883,2.4,6.8,9.3,72,27.9,9,1379
2019-07-07T00:00:00,728.5,0.3851,2.1,5.8,8,87.5,24,10,1017
2019-07-18T00:00:00,728.4,0.616,9.1,10.9,20.1,72.8,27,9,1634
2016-11-17T00:00:00,731.3,0.8093,23.7,17.6,41.4,81.4,7.6,22,2508
2016-05-17T00:00:00,732.1,0.9572,10.7,18.6,29.4,59.4,13.9,15,2176
2018-10-01T00:00:00,734.5,1.4962,17.3,15.3,32.7,77.4,21,17,2006
2018-08-11T00:00:00,728.2,0.4942,3.4,7.2,10.7,73.5,23.9,9,922
2016-06-19T00:00:00,736.2,0.7197,1.5,8.3,9.9,58.1,23.9,16,1451
2018-01-04T00:00:00,726.6,0.3375,7.4,12,19.5,67.6,-9.8,10,730
2020-02-05T00:00:00,726.7,0.4508,8.5,9.1,17.8,78.9,2.1,4,721
2019-05-01T00:00:00,731.1,0.3284,2,7.2,9.3,65.2,21.9,13,941
2019-09-23T00:00:00,727,0.5591,1.8,10.5,12.4,76.3,21.4,14,1407
2017-02-08T00:00:00,721.8,0.4896,12.3,9.6,22,79.7,6.8,7,1067
2017-01-09T00:00:00,740.7,0.4422,3.3,17.8,21.2,57.2,-7.3,12,1403
2017-07-10T00:00:00,729.7,0.7142,3.2,10.6,13.9,81.8,19.8,15,1685
2018-09-04T00:00:00,735.3,0.4116,2.9,8.5,11.5,67.3,28,10,1199
2019-06-07T00:00:00,727.3,0.5528,7.1,9.4,16.6,71.2,21.8,10,1358
2017-03-20T00:00:00,731.6,0.3942,6.1,15.6,21.8,65.3,6.9,14,1106
2016-06-13T00:00:00,728.7,0.4416,8.6,9.1,17.9,56.2,18.6,5,965
2017-02-19T00:00:00,728.6,0.4908,3.5,10.9,14.6,64.2,12.4,17,1503
2017-12-21T00:00:00,731.1,0.3558,6.1,11.3,17.5,59.4,2,6,873
2016-03-05T00:00:00,730.7,0.3681,3.2,10.3,13.5,67.8,1.8,15,1031
2018-01-21T00:00:00,731.3,0.3445,1.6,11,12.7,85.4,7.6,12,1171
2019-04-24T00:00:00,727,0.4763,8.8,9.3,18.2,53.4,14.4,8,823
2016-03-24T00:00:00,722.8,0.3617,1,8.7,9.8,56.9,16.8,14,1216
2016-05-29T00:00:00,730.8,0.5337,1.4,7.4,8.9,80.2,21.7,13,1274
2016-01-11T00:00:00,728.5,0.2564,4,8.1,12.2,62.5,-6.9,7,525
2018-06-04T00:00:00,725.3,0.4995,7.6,9.5,17.1,67.6,19,6,943
2016-06-26T00:00:00,731.7,0.2765,0.6,4.7,5.2,63.7,25.8,11,808
2019-03-23T00:00:00,733,0.602,4.4,10,14.4,51.3,2.8,5,786
2019-05-16T00:00:00,726.2,0.4072,5.5,10,15.6,53.3,18.9,12,1115
2016-08-27T00:00:00,733.2,0.3228,0.9,5.8,6.8,67.4,26.6,12,1273
2019-06-05T00:00:00,724.9,0.4848,1.6,10.3,12,82.7,19.6,19,1654
2019-09-17T00:00:00,731.5,0.5352,7.6,8.9,16.5,67.5,22.4,6,1236
2017-05-27T00:00:00,726.8,0.4769,3.4,8.2,11.5,84.4,17.6,11,1270
2017-12-06T00:00:00,729.3,0.2219,2.2,7.3,9.5,55.7,2.2,4,402
2016-01-20T00:00:00,733.6,0.4727,19.5,23.5,43.1,77.1,-9,18,1764
2017-04-03T00:00:00,723.6,0.2365,1.7,8.3,10.1,60.5,15,7,860
2018-12-07T00:00:00,737.7,0.5968,19.8,18,38,68.4,-1.7,8,1061
2020-01-12T00:00:00,731.9,0.3405,3,5.1,8.1,76.8,8.1,2,320
2016-09-12T00:00:00,733.6,0.2009,1.6,5.8,7.4,65.9,20.4,5,698
2019-11-07T00:00:00,732,0.4824,9.6,13.7,23.4,85.6,5.3,9,1090
2016-02-21T00:00:00,726.6,0.9754,12.7,15.6,28.4,57.3,9.1,10,1288
2019-01-05T00:00:00,721.3,0.4648,6.2,10.3,16.6,77.6,6.6,12,1165
2019-01-12T00:00:00,737,0.4891,5.4,12.1,17.5,75.8,-2.4,13,1586
2016-09-01T00:00:00,729,0.5732,9.7,8.4,18.3,69.7,21.7,6,1281
2017-03-19T00:00:00,734.9,0.609,5.9,9.9,15.9,78.7,3.3,13,935
2016-10-12T00:00:00,733.3,0.3302,4.6,10.1,14.8,71.2,15.3,13,1263
2017-08-20T00:00:00,732.2,0.7294,2.2,6,8.3,72.9,22.5,17,1641
2018-08-03T00:00:00,731.6,0.3429,4.4,8.7,13.2,84.3,23.1,10,1753
2018-10-14T00:00:00,731.5,0.3035,1.8,6.1,8,80.2,10.2,7,740
2017-07-06T00:00:00,729.5,0.405,2.3,7.3,9.6,84.8,23,11,1068
2019-07-24T00:00:00,730.7,0.7029,11.4,12.7,24.2,66.2,20.9,11,1390
2016-08-26T00:00:00,732.1,0.6897,8.4,13.6,22.1,71.9,26.3,10,1746
2016-11-06T00:00:00,737.7,0.9045,7.6,17.1,24.8,65.9,10.7,17,2896
2016-03-19T00:00:00,729.2,0.5861,7.4,10.3,17.8,71.2,3.6,6,712
2018-03-31T00:00:00,732.1,0.6527,7.4,10,17.4,68.8,6.4,13,1128
2019-06-09T00:00:00,731.2,0.2229,0.6,2.8,3.5,65.1,22.7,6,434
2019-11-16T00:00:00,735.5,0.4989,4.5,8.4,13,58.1,2.6,8,732
2019-08-31T00:00:00,734.5,0.5885,3.3,6,9.4,65.6,21.6,7,935
2020-03-15T00:00:00,738.3,0.4861,4.1,8,12.3,70.6,5.5,7,746
2016-01-09T00:00:00,726,0.3339,2.7,9.6,12.3,85.2,7.9,8,900
2019-12-28T00:00:00,733.7,0.5285,6,13.9,20,88.4,6.7,22,1600
2017-04-29T00:00:00,730.9,0.5645,4.3,8.5,12.9,83.2,18.4,7,913
2016-01-30T00:00:00,725.5,0.6507,3,14.9,18,54.1,3.6,14,1374
2019-01-06T00:00:00,732.2,0.4642,4.2,7.8,12.1,67.6,4.7,9,685
2018-11-20T00:00:00,729.7,0.4704,11.7,13.6,25.3,85.1,2.2,10,1058
2019-12-10T00:00:00,726.5,0.3457,6.4,8.1,14.6,77.1,5.8,8,649
2018-02-28T00:00:00,727.7,0.4772,4.1,15.7,19.8,52.7,11.6,9,1351
2019-01-08T00:00:00,723.6,0.2429,1.9,8,9.8,66.5,11,6,592
2019-06-06T00:00:00,725.1,0.6722,8.8,11.7,20.6,74.2,22.6,11,1381
2017-12-31T00:00:00,736.6,0.5261,11,22.6,33.6,76.1,-12.4,13,1194
2017-06-12T00:00:00,731.2,0.6292,3.1,11.7,15,59.6,26.2,19,1877
2018-09-05T00:00:00,734,0.5101,3.5,10.4,14,67.4,27.8,11,1206
2016-11-14T00:00:00,730,1.0614,21.4,27.6,49.1,58.6,5.8,21,3008
2019-08-04T00:00:00,729.5,0.5942,2.1,7.2,9.5,68.8,23.7,12,1187
2016-03-20T00:00:00,727.7,0.4813,6.4,10,16,75.6,2.5,8,855
2016-02-28T00:00:00,724.2,0.1838,0.5,6.1,6.7,46.2,10.3,9,828
2018-05-06T00:00:00,728,0.5883,4.3,8.7,13.1,87.2,14.4,7,815
2018-02-22T00:00:00,739.9,0.3437,6.1,8.4,14.6,91.2,5,4,469
2017-07-18T00:00:00,731.5,0.6923,7.9,14.2,22.2,67.7,26.1,16,1738
2020-02-28T00:00:00,725.4,0.3355,5.4,8.2,13.6,61.9,-2.6,9,457
2017-06-01T00:00:00,729.9,0.5405,8.4,12.5,21,61.3,18.3,9,1279
2018-10-19T00:00:00,732.1,0.9186,15.6,13.3,29,69.5,8.5,16,1924
2016-09-04T00:00:00,734.9,0.4615,2,5.9,8,64.9,21.5,9,1502
2018-04-24T00:00:00,730.8,0.2111,2.4,6.3,8.7,88,11.5,4,387
2016-02-04T00:00:00,730.7,0.4382,9.9,12,22,66.4,3.1,7,656
2016-12-07T00:00:00,729.5,0.4226,9.3,12.7,22.1,67.9,3.7,11,1009
2016-08-19T00:00:00,729,0.6226,3.6,8.9,11,76.2,24,14,1701
2019-09-25T00:00:00,726.1,1.0771,7.2,13.3,20.6,63.6,19,14,1880
2019-07-30T00:00:00,729.7,0.461,3.1,9.1,12.3,76.7,24.1,14,1395
2018-02-10T00:00:00,729.8,0.8247,11.6,22.3,33.9,72.9,6.9,18,2209
2017-11-02T00:00:00,731.3,0.4076,1,12,13.1,78.4,15.3,14,1465
2016-08-13T00:00:00,727.5,0.459,1.5,6.6,8,78.7,27.3,10,1357
2019-07-28T00:00:00,732.7,0.5551,0.9,7,8.2,65.2,25.9,17,1449
2016-12-26T00:00:00,734.2,0.3528,0.8,7.8,8.7,80.2,11.3,10,1037
2019-10-31T00:00:00,721.4,0.3407,1.4,7.3,8.8,90.3,15,4,496
2018-08-14T00:00:00,728.8,0.4063,4.8,10.6,15.5,89.3,20.6,13,1575
2018-03-22T00:00:00,731.3,0.5059,10.2,13.6,23.9,64.2,0.4,6,775
2017-07-12T00:00:00,730.6,0.3618,2.4,7.6,10.1,74.3,25.6,15,1194
2019-02-02T00:00:00,733.5,1.1482,15.6,18.1,33.7,79.7,-2.6,32,2859
2018-08-31T00:00:00,732.7,0.5522,7.1,9.7,16.8,73.2,24.6,13,1376
2018-04-08T00:00:00,728.7,0.4967,4,7.8,11.9,53.6,1.6,7,559
2020-04-01T00:00:00,725.1,0.4098,6.7,8.6,15.3,71.8,8.2,5,681
2016-01-07T00:00:00,732.8,1.0472,55,30,85.1,49.3,0.9,19,3212
2020-01-30T00:00:00,732.2,0.5251,8.8,19.3,28.2,76.4,-0.7,13,1532
2018-05-25T00:00:00,728.5,0.5897,3.8,12.5,16.5,60.8,23.3,16,1606
2016-01-03T00:00:00,726.9,0.363,4,7.9,12,71.7,0.2,9,554
2016-05-05T00:00:00,720.7,0.6411,16.9,15.9,32.9,82,12.5,9,1462
2018-10-23T00:00:00,730.7,0.3217,5.7,8.1,13.9,58.8,10.4,5,752
2016-12-11T00:00:00,734.5,0.2347,1.8,9.2,11.1,79.8,-1.8,10,896
2017-07-08T00:00:00,727,0.5056,3.3,7,10.4,75.8,21.1,8,699
2016-06-08T00:00:00,725.5,0.4374,7.6,10.2,17.9,61.4,14.9,5,820
2020-02-22T00:00:00,735.4,0.2619,1.3,9.5,10.7,40.5,1.9,9,922
2019-04-06T00:00:00,732.7,0.542,3,9,12.2,68.7,13.7,10,1186
2017-09-20T00:00:00,729.6,0.7658,8.4,17.2,25.6,75.5,22.3,17,2271
2017-07-02T00:00:00,730.4,0.4804,2.4,7.3,9.8,61.1,25,9,827
2019-05-04T00:00:00,725.8,0.6726,6.7,7.6,14.4,86.4,17.2,8,1163
2017-04-05T00:00:00,724,0.3285,5.9,7.8,13.7,56,15.1,4,668
2017-08-12T00:00:00,728,0.82,4.6,12.7,17.4,73.5,22.3,18,1831
2019-12-18T00:00:00,729.3,0.2937,5.9,10,16,73.8,-4.2,11,558
2016-05-16T00:00:00,732.4,0.42,7.2,12.5,19.7,51.6,10.9,4,774
2018-11-05T00:00:00,730.3,0.2168,1.4,6.2,7.5,82.3,12.6,5,483
2019-01-29T00:00:00,724.1,0.3185,5.5,9.3,14.9,68.4,-2.9,11,602
2018-08-24T00:00:00,733.3,0.3937,2.3,7.3,9.7,68.4,20.5,13,1356
2018-04-20T00:00:00,737.4,0.5828,8.4,11.7,20.2,50.2,6.1,5,748
